Aai	0	2.026666666666667
Handcrafted Weights	0	2.8333333333333335
MCTS	0	2.0
Aai	1	1.9966666666666666
Handcrafted Weights	1	2.8366666666666664
MCTS	1	2.006666666666667
Aai	2	1.98
Handcrafted Weights	2	2.84
MCTS	2	1.9333333333333333
Aai	3	1.985
Handcrafted Weights	3	2.8366666666666664
MCTS	3	1.9233333333333333
Aai	4	1.9773333333333334
Handcrafted Weights	4	2.848
MCTS	4	1.9066666666666667
Aai	5	1.9722222222222223
Handcrafted Weights	5	2.851111111111111
MCTS	5	1.8866666666666667
Aai	6	1.9704761904761905
Handcrafted Weights	6	2.8333333333333335
MCTS	6	1.8533333333333333
Aai	7	1.9475
Handcrafted Weights	7	2.8341666666666665
MCTS	7	1.8366666666666667
Aai	8	1.942962962962963
Handcrafted Weights	8	2.8155555555555556
MCTS	8	1.78
Aai	9	1.938
Handcrafted Weights	9	2.788
MCTS	9	1.7366666666666666
Aai	10	1.9296969696969697
Handcrafted Weights	10	2.7666666666666666
MCTS	10	1.729090909090909
Aai	11	1.8972222222222221
Handcrafted Weights	11	2.7355555555555555
MCTS	11	1.6944444444444444
Aai	12	1.9005128205128206
Handcrafted Weights	12	2.710769230769231
MCTS	12	1.6789743589743589
Aai	13	1.87
Handcrafted Weights	13	2.697142857142857
MCTS	13	1.6742857142857144
Aai	14	1.872
Handcrafted Weights	14	2.6742222222222223
MCTS	14	1.6502222222222223
Aai	15	1.8608333333333333
Handcrafted Weights	15	2.65625
MCTS	15	1.6391666666666667
Aai	16	1.8509803921568628
Handcrafted Weights	16	2.643529411764706
MCTS	16	1.6105882352941177
Aai	17	1.8411111111111111
Handcrafted Weights	17	2.6237037037037036
MCTS	17	1.6062962962962963
Aai	18	1.8256140350877192
Handcrafted Weights	18	2.5978947368421053
MCTS	18	1.588421052631579
Aai	19	1.8186666666666667
Handcrafted Weights	19	2.5736666666666665
MCTS	19	1.574
